topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
28,"dona, want, say, need, think, talk, really, anymore, anybody, flatter",27,"['dona', 'want', 'say', 'need', 'think', 'talk', 'really', 'anymore', 'anybody', 'flatter', 'tell', 'expect', 'complication', 'act', 'choice', 'means', 'respond', 'ta', 'engage', 'react', 'whata', 'thing', 'guacamole', 'die', 'belong', 'mind', 'shh']",Unclear Feelings Conversation,"The couple sits at a table, struggling to express their feelings.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"The keywords 'complication', 'choice', 'question', and 'fact' suggest a complex situation. The snippets show the couple trying to communicate, indicating a romantic conflict.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('i donat care.', 'i donat know why.', 'oh, no, you donat.') suggest a lack of interest, indifference, or even resistance, which could indicate a separation or breakup threat in the relationship. The main taxonomy category 'Conflict, Distance & Breakup Threats' further supports this interpretation.",0.0
29,"minutes, weeks, months, days, week, hours, years, month, seconds, hour",27,"['minutes', 'weeks', 'months', 'days', 'week', 'hours', 'years', 'month', 'seconds', 'hour', 'ago', 'longer', 'ita', 'couple', 'minute', 'passed', 'longest', 'decades', 'later', 'maybe', 'weeksa', 'eta', 'half', 'took', 'lasted', 'counting', 'need']",Time Perception Distortion,"She felt like hours had passed, but it was only minutes.","romance_core, relationship_conflict","setting:undefined, activity:waiting",False,"The top keywords 'minutes', 'hours', and 'seconds' indicate a focus on time perception. The snippets show this time being experienced as distorted, with 'sixty minutes of your time' and 'the minutes feel like hours'. This label captures the typical scene of time passing differently due to emotional state.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, labels, or summaries related to the heroine–hero relationship, and it's not categorized under romance_core or relationship dynamics. It only discusses time duration, which is not a narrative function in Radway's taxonomy.",0.0
30,"game, hockey, puck, players, games, play, player, teams, goalie, goal",27,"['game', 'hockey', 'puck', 'players', 'games', 'play', 'player', 'teams', 'goalie', 'goal', 'offs', 'baseball', 'season', 'stadium', 'football', 'series', 'basketball', 'playoffs', 'sports', 'overtime', 'league', 'playing', 'period', 'nhl', 'teama', 'net', 'fans']",Hockey Game Action,"The couple watches a hockey game, focusing on the players and the puck.","social_setting, romance_core","setting:sports_event, activity:watching_game",False,"The top keywords 'game', 'hockey', 'puck', 'players' indicate a focus on a hockey game. The snippets confirm this, with phrases like 'game on.' and '[NAME] is looking at me with his hockey game face.' This topic describes a social setting where the couple engages in shared interest and bonding over a hockey game.",8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on a 'game' context, which is not directly related to the heroine–hero relationship or their emotional journey. The Stage 2 taxonomy group 'Public & Leisure Spaces' further confirms this topic's background nature.",0.0
31,"wea, wear, clothes, outfit, wearing, going, wardrobe, worn, clothing, doing",27,"['wea', 'wear', 'clothes', 'outfit', 'wearing', 'going', 'wardrobe', 'worn', 'clothing', 'doing', 'supposed', 'outfits', 'tomorrow', 'working', 'selling', 'different', 'fashion', 'think', 'getting', 'thata', 'compatible', 'having', 'feels', 'point', 'dona', 'just', 'start']",Clothing Shopping Together,"The couple browses clothing racks, trying on outfits and discussing their choices.","domestic_life, romance_core","setting:clothing_store, activity:shopping",False,"The top keywords 'clothes', 'outfit', 'wardrobe', and 'selling' indicate a focus on clothing. The snippets suggest a shared activity, with 'weâre this close' and 'or however long weâre together' implying a couple engaged in the activity together.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the idea of being together, which suggests a tender and caring relationship. The use of 'we' and 'together' implies a closeness and intimacy that is characteristic of Radway's function R8 - Hero treats heroine tenderly.",0.0
32,"firmly, offense, answered, youa, say, flatly, problem, replied, saying, wona",27,"['firmly', 'offense', 'answered', 'youa', 'say', 'flatly', 'problem', 'replied', 'saying', 'wona', 'shook', 'ita', 'answer', 'reply', 'quickly', 'did', 'head', 'worries', 'dona', 'want', 'intercourse', 'thata', 'plans', 'countered', 'asked', 'says', 'didna']",Argument About Saying No,She argues with him about not having a say in the matter.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'say', 'no', 'answer', and 'hesitation' along with the snippets showing a back-and-forth argument support the label and categories.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,high,"The topic revolves around arguments and resistance from the heroine, which is characteristic of Radway's R2 function. The snippets show the heroine pushing back against the hero with obstinacy and refusal to listen, aligning with the antagonistic response described in R2.",0.0
33,"business, company, dollars, pay, job, million, thousand, paid, investment, cost",27,"['business', 'company', 'dollars', 'pay', 'job', 'million', 'thousand', 'paid', 'investment', 'cost', 'profit', 'paycheck', 'billion', 'income', 'bank', 'buy', 'companies', 'lot', 'dollar', 'moneya', 'account', 'arrangement', 'deal', 'bucks', 'paying', 'companya', 'transaction']",Business Discussion,The couple discusses business matters at the dinner table.,"domestic_life, work_or_school","setting:dinner_table, activity:discussion",False,"The top keywords 'business', 'company', and 'job' indicate a business context. The snippets show a conversation happening, likely at a dinner table, as suggested by the phrase 'âyour new business.â he deflated.'",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's business world, which is not directly related to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions.",0.0
34,"huntera, cards, california, glanced, archery, turned, chips, shoulder, gritted, threw",27,"['huntera', 'cards', 'california', 'glanced', 'archery', 'turned', 'chips', 'shoulder', 'gritted', 'threw', 'deadpanned', 'shared', 'half', 'dragged', 'groaned', 'eclectic', 'direction', 'believed', 'musta', 'gretchena', 'attendees', 'preventing', 'hunting', 'glancing', 'familya', 'agreed', 'kept']",Archery Hunting,"The couple, wary of each other, engages in a game of archery at a hunting event.","domestic_life, physical_affection","setting:outdoors, activity:hunting, activity:archery",False,"The top keywords 'archery', 'hunting', and 'wary' suggest a competitive outdoor activity with tension between the participants. The snippets confirm this, showing interactions related to hunting and archery.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
35,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment",27,"['silent', 'fell', 'remained', 'beat', 'stays', 'descends', 'awkward', 'stretched', 'stretches', 'moment', 'deafening', 'descended', 'unspoken', 'minutes', 'eerily', 'uncomfortable', 'falls', 'stayed', 'drove', 'passed', 'companionable', 'drive', 'ride', 'volumes', 'therea', 'sat', 'room']",Silent Ride Together,"The couple sits silently together in a car, each lost in their own thoughts.","romance_core, domestic_life","setting:car, activity:silent",False,"The top keywords 'silent', 'ride', and 'moment' indicate a shared, silent activity. The snippets confirm this, showing characters being silent together in a car.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a heroine who is silent or withdrawn, which could indicate emotional withdrawal or coldness towards the hero, fitting R5. However, the lack of explicit context makes this a low confidence match.",0.0
36,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides",27,"['knees', 'feet', 'fists', 'arms', 'foot', 'fold', 'shuffle', 'fist', 'shoe', 'sides', 'twist', 'legs', 'hold', 'heels', 'sneakers', 'wobble', 'clench', 'finger', 'curl', 'bend', 'jump', 'ground', 'chest', 'hand', 'sandals', 'knee', 'buckle']",Kneeling For Intimacy,"She kneels in front of him, her hands on his knees, looking up at him.","physical_affection, romance_core","setting:bedroom, activity:kneeling",False,"The top keywords 'knees', 'feet', 'fists', 'arms', and 'legs' suggest a kneeling position. The snippets show a person kneeling in front of another, indicating an intimate scene. The label 'Kneeling For Intimacy' and the scene summary capture this action and setting.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, fitting Radway's function R8 (Hero treats heroine tenderly). The lack of explicit sexual content and the non-existence of keywords or previous labels/summaries make other functions less likely.",0.0
37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest",27,"['ridiculous', 'insane', 'bullshit', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'thata', 'complete', 'absurd', 'dumbest', 'foolish', 'ludicrous', 'vain', 'utter', 'total', 'lame', 'youa', 'thing', 'stupidity', 'totally', 'ita', 'ignorant', 'idiotic']",Insane Arguments,"The couple, exasperated, argues ridiculously in the kitchen.","relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"The top keywords 'ridiculous', 'insane', 'fool', 'dumbass', 'outrageous', 'assholes', 'insanity', 'idiots', 'stupidest', 'absurd' indicate intense, absurd arguments. The snippets confirm this, with phrases like 'ridiculous.', 'this is ridiculous.', and 'fucking ridiculous'. The setting is implied by the keyword 'kitchen' and the activity by the repeated use of argument-related terms.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('ridiculous', 'how fucking great is that? fucking ridiculous') suggest a negative, dismissive, or sarcastic attitude, which could indicate a breakup or separation (R7). The main taxonomy category 'Conflict, Distance & Breakup Threats' also supports this interpretation.",0.0
38,"looks, gaze, stares, glare, stare, look, glances, looked, glanced, staring",27,"['looks', 'gaze', 'stares', 'glare', 'stare', 'look', 'glances', 'looked', 'glanced', 'staring', 'turns', 'glance', 'stared', 'sees', 'expression', 'wide', 'looking', 'chin', 'blinks', 'widen', 'meet', 'eye', 'peer', 'head', 'brows', 'glares', 'brow']",Eye Contact And Staring,"She stares up at him, holding his gaze, as he looks down at her.","romance_core, physical_affection","setting:bedroom, activity:staring",False,"The top keywords 'gaze', 'glare', 'look', 'stare' and the snippets show characters looking at each other, emphasizing eye contact and staring. This is a common romantic scene where characters connect emotionally.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets focus on eye contact and gazing between the hero and heroine, indicating sexual tension and attraction. This is before any commitment or union scene, so it fits Radway's function R4 - Heroine interprets hero's behaviour as purely sexual interest.",0.0
