topic_id,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_phase,radway_phase_name,radway_is_none,radway_confidence,label,scene_summary,primary_categories,secondary_categories,label_is_noise,keywords,name,secondary_cats,composite_key,composite_name,composite_note
19,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Adrenaline-fueled game,She feels her heart race and stomach flutter as he traces her veins with his fingers during intense foreplay.,"sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:touching",False,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, beating",Adrenaline-fueled game,"setting:bedroom, activity:foreplay, sexual:touching",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
42,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Exploring Virginity,She tentatively explores her virginity with him.,"romance_core, sexual_content","setting:bedroom, activity:exploring_virginity",False,"sexual, intimate, virginity, intimacy, having, sexually, blowing, sexa, sexuality, just",Exploring Virginity,"setting:bedroom, activity:exploring_virginity",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
55,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Dominatrix Session,"A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.","sexual_content, domestic_life","setting:bedroom, activity:BDSM, sexual:dominatrix",False,"wants, want, knows, needs, need, hera, needed, teach, ita, likes",Dominatrix Session,"setting:bedroom, activity:BDSM, sexual:dominatrix",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
102,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Hair Tugging During game,"He grips her hair, tugging gently as they kiss passionately.","sexual_content, romance_core","setting:bedroom, activity:kissing, sexual:hair_pulling",False,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently",Hair Tugging During game,"setting:bedroom, activity:kissing, sexual:hair_pulling",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
103,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Nude Bed Scene,"She stands naked in the bedroom, her body glistening with sweat.","sexual_content, domestic_life","setting:bedroom, sexual:nudity",False,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half",Nude Bed Scene,"setting:bedroom, sexual:nudity",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
133,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Breast And Nipple Play,He teases her nipples with his thumbs and tongue.,"sexual_content, physical_affection","setting:bedroom, activity:nipple_play",False,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",Breast And Nipple Play,"setting:bedroom, activity:nipple_play",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
162,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Breast And Nipple Foreplay,"She teasingly caresses her breasts and nipples, her partner watching intently.","sexual_content, romance_core","setting:bedroom, activity:teasing",False,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse",Breast And Nipple Foreplay,"setting:bedroom, activity:teasing",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
167,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Intense Orgasmic Waves,She experiences intense orgasmic waves throughout their passionate encounter.,"sexual_content, romance_core","setting:bedroom, sexual:waves_of_orgasm",False,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",Intense Orgasmic Waves,"setting:bedroom, sexual:waves_of_orgasm",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
205,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Rule-breaking Encounter,"She defies the rules, leading to a passionate encounter in the car.","romance_core, sexual_content","setting:car, activity:kissing, sexual:oral_sex",False,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe",Rule-breaking Encounter,"setting:car, activity:kissing, sexual:oral_sex",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
208,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Desperate Harem Offer,"She, desperate for his affection, offers herself to him in a harem-like setting.","romance_core, sexual_content","setting:harem, activity:offering",False,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering",Desperate Harem Offer,"setting:harem, activity:offering",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
290,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Breast And Nipple Play,"She gently caresses and stimulates her partner's nipples with her fingers, feeling them harden under her touch.","sexual_content, romance_core","setting:bedroom, activity:nipple_play",False,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm",Breast And Nipple Play,"setting:bedroom, activity:nipple_play",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
301,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Erotic Lingerie Show,"She seductively models lingerie, twirling and posing for him in the bedroom.","sexual_content, domestic_life","setting:bedroom, activity:seductive_modeling",False,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie",Erotic Lingerie Show,"setting:bedroom, activity:seductive_modeling",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
308,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Clitoral Stimulation During game,"He gently caresses her clitoris as they lie on the bed, building anticipation before going further.","sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",False,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",Clitoral Stimulation During game,"setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
318,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Mutual Clitoral Stimulation,"She and he mutually stimulate each other's clitoris, expressing mutual pleasure.","sexual_content, romance_core","setting:bedroom, activity:mutual_stimulation",False,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly",Mutual Clitoral Stimulation,"setting:bedroom, activity:mutual_stimulation",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
328,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Intense Moaning During Foreplay,"She moans loudly, her body tensing as he stimulates her clitoris with his fingers.","sexual_content, romance_core","setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",False,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering",Intense Moaning During Foreplay,"setting:bedroom, activity:foreplay, sexual:clitoral_stimulation",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
338,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,III,Commitment & Restoration,False,high,Freshman Roommate Awakening,"A freshman roommate, Paige, is sexually awakened by her new roommate's advances in their dorm room.","romance_core, sexual_content","setting:dorm_room, activity:sexual_awakening",False,"freshman, comes, roommate, ey, breasta, earful, doesna, thankfully, offer, shrine",Freshman Roommate Awakening,"setting:dorm_room, activity:sexual_awakening",C_explicit_eroticism,C) Explicit Eroticism,explicit sexual act language (heterogeneous by design — use in ratios)
6,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Wine-drinking At Table,"The couple sits at a table, sipping wine from their glasses.","social_setting, physical_affection","setting:table, activity:drinking_wine",False,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured",Wine-drinking At Table,"setting:table, activity:drinking_wine",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
16,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Intergenerational Family Bonding,"The youngest grandson sits with his older uncles, reminiscing about their fathers' shared history.","domestic_life, relationship_conflict","setting:home, activity:reminiscing",False,"fathera, parents, died, dada, older, fathers, children, kids, grandson, hea",Intergenerational Family Bonding,"setting:home, activity:reminiscing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
44,5.1,Family & Kinship,Social World Outside Couple,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Mother-player Relationship Struggles,the player struggles with his mother's expectations and emotional state in their home.,"romance_core, relationship_conflict","setting:home, activity:arguing",False,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",Mother-player Relationship Struggles,"setting:home, activity:arguing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
49,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Hiring A Babysitter,She realizes she needs a babysitter for her infant.,"domestic_life, social_setting","setting:home, activity:calling",False,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",Hiring A Babysitter,"setting:home, activity:calling",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
51,5.2,Friends & Social Circles,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,NA,Not a narrative function,True,high,Emotional Support At Clinic,"She sat trembling in the clinic, her sister beside her, as they awaited the physician's results.","romance_core, relationship_conflict","setting:clinic, activity:awaiting_results",False,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed",Emotional Support At Clinic,"setting:clinic, activity:awaiting_results",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
79,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Grandmother's Tears,"The grandmother cries wide-eyed, muttering to herself in the kitchen chairs.","romance_core, domestic_life","setting:kitchen, activity:crying",False,"daisya, rule, replies, grandmother, whispers, says, remya, needs, cries, freezes",Grandmother's Tears,"setting:kitchen, activity:crying",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
