topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
61,"apologize, forgive, sorry, apology, apologized, apologizing, forgiveness, forgiven, apologies, profusely",27,61_apologize_forgive_sorry_apology,4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic revolves around apologies and moving on, which is a key part of the heroine's reinterpretation of the hero's past behavior, fitting R10. The main taxonomy category of 'Reconciliation, Commitments & HEA' also supports this interpretation."
62,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful",27,62_josha_declana_woulda_didna,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around misunderstandings and hidden information between the characters, which often leads to separation or distance in the relationship. The mention of Josh's name causing a flinch and the drastic difference in their collections suggest emotional distance and lack of understanding, fitting R7."
63,"lie, lied, lying, lies, deception, truths, outright, omission, liara, believe",27,63_lie_lied_lying_lies,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and lies, which often lead to misunderstandings and separations in romance narratives. The phrase 'but why lie?' suggests a conflict that could lead to a breakup or physical separation, fitting R7."
64,"huxleya, says, asks, lottiea, secure, questions, jpa, davea, glance, stands",27,64_huxleya_says_asks_lottiea,4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,low,"The topic's main category 'Meeting, First Impressions & Setup' suggests initial conflict or isolation, fitting R1. However, the lack of keywords and snippets makes the confidence low."
65,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta",27,65_excuse_aye_alright_look,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('âexcuse me?', repeated) suggest a separation or breakup threat, fitting R7."
66,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",27,66_didn_couldn_swallowed_glanced,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets show Abbey's emotional withdrawal and guardedness, which aligns with R5 - Heroine responds with anger or coldness. The main taxonomy group 'Negative Emotions & Distress' also supports this interpretation."
67,"ravena, aresa, nods, tenses, looks, hurting, walks, wona, marry, stares",27,67_ravena_aresa_nods_tenses,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on kissing and non-explicit affection suggests a tender moment between the hero and heroine, which aligns with R8 (Hero treats heroine tenderly). The snippets emphasize the hero's care for the heroine's happiness and her positive reaction, supporting this interpretation."
68,"percent, thousand, ninety, scale, eighty, fourth, century, quarter, grand, seventh",27,68_percent_thousand_ninety_scale,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('one hundred percent.', 'a hundred fucking percent.', 'forty-five percent?') suggest a conflict or tension in the relationship, with the heroine or hero expressing doubt or uncertainty. This aligns with the narrative function of physical or emotional separation (R7) in Phase I of Radway's model."
69,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",27,69_hurts_guilt_painful_hurting,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,high,"The topic's representative snippets repeatedly express pain and distress, indicating a major blow to the heroine's emotional state, which is characteristic of Radway's R1 function. The lack of keywords, label, or scene summary, and the absence of romance_core or relevant taxonomy groups further support this interpretation."
70,"kittens, delivery, cata, purr, claws, rescued, hairless, arrogantly, cheshire, lap",27,70_kittens_delivery_cata_purr,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around bonding and everyday intimacy, which is characteristic of Phase II in Radway's functions. The snippets suggest a warm, caring interaction ('rescued', 'my kittens back'), indicating a response to tenderness (R9)."
71,"pocket, dialed, cellphone, rang, screen, message, hangs, pulls, ringing, buzzed",27,71_pocket_dialed_cellphone_rang,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
72,"natea, hockey, game, bankers, router, weirdly, corporate, general, famously, teama",27,72_natea_hockey_game_bankers,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks romance-specific keywords, has no label or scene summary, and falls under 'Public & Leisure Spaces', which typically doesn't drive the heroine-hero narrative."
73,"simona, karaa, answered, completely, rarity, loved, desolate, special, happiness, emotionally",27,73_simona_karaa_answered_completely,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a security breach, suggesting a conflict or separation between the hero and heroine. The main taxonomy category 'Conflict, Distance & Breakup Threats' further supports this interpretation."
74,"emmetta, britta, fact, grin, smirked, second, snorted, fuckina, laughed, amazed",27,74_emmetta_britta_fact_grin,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest internal conflict and uncertainty, which could be interpreted as the hero's behaviour being mixed or ambiguous towards the heroine, fitting R3."
75,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge",27,75_bed_bedroom_couch_sheets,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic of 'bed' often signifies a tender, intimate moment in romance narratives, which aligns with R8 (Hero treats heroine tenderly). However, the lack of explicit context makes this a low confidence match."
76,"whisper, whispered, murmur, whispers, whata, breathy, shh, contorting, conceited, meek",27,76_whisper_whispered_murmur_whispers,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around whispered conversations, suggesting secrecy and potential misunderstandings between the hero and heroine. This aligns with R7 as it often indicates a separation or hidden information that could lead to a breakup or physical separation."
77,"asks, asked, replies, whata, doing, says, answered, demanded, howa, tone",27,77_asks_asked_replies_whata,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,medium,False,R3,Hero responds ambiguously to heroine,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a mixed or ambiguous behavior from the hero, as indicated by the use of question marks and the repetition of 'he asks'. This ambiguity could create confusion and tension in the heroine's interpretation of the hero's behavior, fitting Radway's function R3 (Hero responds ambiguously to heroine). However, the low confidence is due to the lack of explicit context or keywords that strongly support this interpretation."
78,"lucaa, wraps, enzoa, cups, eliciting, gaze, looks, brushing, arm, smiles",27,78_lucaa_wraps_enzoa_cups,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic keywords and representative snippets focus on the hero's affection and patience, which aligns with the hero treating the heroine tenderly (R8). The main taxonomy category 'Kissing & Non-Explicit Affection' also supports this interpretation."
79,"daisya, rule, replies, grandmother, whispers, says, remya, needs, cries, freezes",27,79_daisya_rule_replies_grandmother,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any direct references to the heroine or hero, their relationship, or any narrative events involving them. The Stage 2 taxonomy classification of 'Family & Kinship (Social World Outside Couple)' further supports that this topic is not a central part of the heroine–hero romance arc."
80,"laurena, hockey, mikea, players, natea, agreed, suddenly, reminding, began, goalie",27,80_laurena_hockey_mikea_players,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic's focus on the heroine's emotional distress and past life suggests a major blow to her social identity or self-concept, fitting R1. The lack of keywords and the negative emotion category further support this interpretation."
